,PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO,Unnamed: 0,RN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA,DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA","HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",Unnamed: 12,GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO,GENÉTICA BIOQUÍMICA,GENÉTICA,ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO),110,GENÉTICA MOLECULAR,BRAF (COM DIRETRIZ DE UTILIZAÇÃO),9,EGFR (COM DIRETRIZ DE UTILIZAÇÃO),21,HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),30
2714,CHUMBO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,"COLINESTERASE, AVALIAÇÃO DA EXPOSIÇÃO AOS INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,ETANOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,FENOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,FLÚOR E FLUORETOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,FORMALDEÍDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,METANOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,METIL-ETIL-CETONA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,"P-AMINOFENOL, AVALIAÇÃO DA EXPOSIÇÃO À ANILINA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,"TRICLOROCOMPOSTOS TOTAIS, AVALIAÇÃO DA EXPOSIÇÃO AO TRICLOROETANO E TRICLOROETILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,ZINCO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,ZINCOPROTOPORFIRINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃOTERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,"CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIATRACHOMATIS, ANTÍGENO.",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,"CITOMEGALOVÍRUS - QUALITATIVO, POR PCR (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,14.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,DETECÇÃO/TIPAGEM HERPES VÍRUS 1 E 2 NO LÍQUOR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,120.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,HEPATITE B - TESTE QUANTITATIVO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,28.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,29.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,HEPATITE C (QUALITATIVO) POR PCR OU BDNA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,HEPATITE C (QUANTITATIVO) POR PCR OU BDNA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,"HIV - CARGA VIRAL POR PCR, NASBA OU BDNA",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,HIV - QUALITATIVO POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,"HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,31.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,"HLA B27, FENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,32.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,HPV - TIPAGEM POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,HPV (VÍRUS DO PAPILOMA HUMANO) - DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,"HTLV-I, POR PCR",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,"MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), DETECÇÃO DE RESISTÊNCIA A ANTIBIÓTICOS POR PCR",480/2022,14/02/2022,,Seg. Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), PESQUISA PCR EM TEMPO REAL",480/2022,14/02/2022,,Seg. Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,129.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,PCR EM TEMPO REAL PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,131.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,"PROTEÍNA S TOTAL + LIVRE, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,SARS-CoV-2 (CORONAVÍRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,126.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,TOXOPLASMOSE - PESQUISA EM LÍQUIDO AMINIÓTICO POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,125.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,VÍRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,111.0,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,TRANSFUSÃO AMBULATORIAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,TRANSFUSÃO HOSPITALAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,SANGRIA TERAPÊUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,SANGUE TOTAL RECONSTITUÍDO PARA EXSANGUÍNEO-TRANSFUSÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,"UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OUGRANULÓCITOS) IRRADIADA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,UNIDADE DE CONCENTRADO DE GRANULÓCITOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,UNIDADE DE CONCENTRADO DE HEMÁCIAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCODEPLETADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,UNIDADE DE CRIOPRECIPITADO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,UNIDADE DE PLASMA FRESCO CONGELADO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,AFÉRESE TERAPÊUTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DODOADOR OU PROVA PRÉ-TRANSFUSIONALNO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,ANTI-HIV I E II POR MÉTODO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DODOADOR OU PROVA PRÉ-TRANSFUSIONALNO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,CONTAGEM DE CÉLULAS CD34 / CD45 POSITIVAS,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DODOADOR OU PROVA PRÉ-TRANSFUSIONALNO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,"DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRASHEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DODOADOR OU PROVA PRÉ-TRANSFUSIONALNO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,,,,,,,,,,,,,,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO,,,,,,,,,,,,,,,,,,,,,
2772,,,,,,,,,,,,,,,(alteração),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,,,,,
2774,,,,,,,,,,,,,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,,,,,,,,,,,,
2775,,,,,,,,,,,,,,"DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",,,,AMB,HCO,HSO,REF,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,,,,,,,,,,,,,,,,,,,,
2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2778,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,,,,,,,,,,,,,,,,
2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2781,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,DOAÇÃO DE COMPONENTES POR AFÉRESE,,,,,,,,,,,,,,,,,
2782,,,,,,,,,,,,,,TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2785,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,,,,,,,,"EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO",,,,,,,,,,,,,,,,
2786,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,,,,,,,,,,,,,,,,
2787,,,,,,,,,,,,,,TERAPÊUTICOS,,,,,,,,,,,,,,,,,RH(D) E PROVA DA ANTIGLOBULINA DIRETA),,,,,,,,,,,,,,,,
2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2790,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,FENOTIPAGEM DO SISTEMA RH-HR,,,,,,,,,,,,,,,
2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2793,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,,"HEPATITE B - HBSAG, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,,,,,,,,,,,
2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO SANGUE DO RECEPTOR,,,,,,,,,,,,,,,,,,,
2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,,,,,,,,,,,,,,,,,,,
2796,,,,,Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,,,,,,,,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,,,,,HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA,,,,,,,,,,,,,
2797,,,,,,,,,,,,,,INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL),,TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
